LocationDetailsId	Neighborhoods	Zipcode	Location
SD052265	Sunset/Parkside	94116	"(37.74145186919637, -122.49310656636118)"
SD052266	Mission	94110	"(37.76117064195863, -122.41631960278424)"
SD052267	Outer Richmond	94121	"(37.77293117338284, -122.48558454644416)"
SD052268	Lone Mountain/USF	94118	"(37.78062539787893, -122.44895414844761)"
SD052269	Inner Richmond	94118	"(37.784318436400035, -122.46162683946667)"
SD052270	Mission	94103	"(37.76499961139433, -122.42520774738796)"
SD052271	Castro/Upper Market	94131	"(37.756753905151925, -122.44570204961349)"
SD052272	Sunset/Parkside	94122	"(37.75156211607952, -122.49804491169846)"
SD052273	Excelsior	94134	"(37.72604846947112, -122.41852991615153)"
SD052274	Glen Park	94131	"(37.734444780678615, -122.4321518027875)"
SD052275	Marina	94123	"(37.7980372385547, -122.4405004572119)"
SD052276	Outer Mission	94112	"(37.730898050262155, -122.43381333126352)"
SD052277	Excelsior	94112	"(37.70899508490122, -122.43624072176779)"
SD052278	West of Twin Peaks	94127	"(37.740208777390876, -122.46413349129786)"
SD052279	Financial District/South Beach	94105	"(37.791929121246845, -122.39383477808244)"
SD052280	Mission	94110	"(37.76250014598075, -122.4232397728644)"
SD052281	Noe Valley	94114	"(37.75334311094241, -122.43725319562195)"
SD052282	Marina	94123	"(37.801328345725516, -122.44511400780203)"
SD052283	Excelsior	94112	"(37.7201534728372, -122.43471283018569)"
SD052284	Marina	94123	"(37.80231523610053, -122.4388050423959)"
SD052285	Mission	94110	"(37.75078709974428, -122.42239433025665)"
SD052286	Noe Valley	94114	"(37.752302168328484, -122.43995951134788)"
SD052287	Haight Ashbury	94117	"(37.770224352816335, -122.4434436223119)"
SD052288	West of Twin Peaks	94132	"(37.7250812129102, -122.47342614682698)"
SD052289	Outer Richmond	94121	"(37.775069494029, -122.50670854033733)"
SD052290	Haight Ashbury	94117	"(37.769249434944975, -122.43524882686216)"
SD052291	Bernal Heights	94110	"(37.74615880044215, -122.41313973844105)"
SD052292	Castro/Upper Market	94114	"(37.76156815099152, -122.43988485481813)"
SD052293	Marina	94123	"(37.79601428420491, -122.43417508042853)"
SD052294	Hayes Valley	94117	"(37.77450397648138, -122.43232196160507)"
SD052295	Noe Valley	94114	"(37.75390289846981, -122.44011312460044)"
SD052296	Outer Richmond	94121	"(37.77451599378731, -122.50078242125828)"
SD052297	Outer Richmond	94121	"(37.77431249301608, -122.48162341949092)"
SD052298	Lakeshore	94132	"(37.722205800765735, -122.48377011769173)"
SD052299	Oceanview/Merced/Ingleside	94112	"(37.72343358299364, -122.45869872691179)"
SD052300	Noe Valley	94114	"(37.75337322447763, -122.43552932184315)"
SD052301	Mission	94110	"(37.76435319729625, -122.41785419604429)"
SD052302	Marina	94123	"(37.80052095202195, -122.43992617935767)"
SD052303	Sunset/Parkside	94116	"(37.7435555958069, -122.48936910080782)"
SD052304	Seacliff	94121	"(37.78412927927586, -122.4912115292219)"
SD052305	Outer Richmond	94121	"(37.77880661691868, -122.50680774319113)"
SD052306	Glen Park	94131	"(37.73819816470102, -122.43708542688697)"
SD052307	Castro/Upper Market	94114	"(37.76150322405405, -122.42892657984987)"
SD052308	Castro/Upper Market	94114	"(37.75899790962267, -122.43009282764662)"
SD052309	Outer Richmond	94121	"(37.773612788121035, -122.48715548764937)"
SD052310	Noe Valley	94114	"(37.751099204251666, -122.44139575009544)"
SD052311	Oceanview/Merced/Ingleside	94112	"(37.71112556889203, -122.46006656993282)"
SD052312	Inner Richmond	94118	"(37.775564810478876, -122.46728366277102)"
SD052313	Excelsior	94112	"(37.71924838626916, -122.43099003903593)"
SD052314	Inner Sunset	94122	"(37.76543875391003, -122.47145311919323)"
SD052315	West of Twin Peaks	94112	"(37.730141011488044, -122.4460837997702)"
SD052316	Excelsior	94112	"(37.72805439484326, -122.42759602928803)"
SD052317	Inner Sunset	94131	"(37.75615429021652, -122.46161420935799)"
SD052318	Bayview Hunters Point	94124	"(37.71795220454157, -122.39193135639209)"
SD052319	Bernal Heights	94110	"(37.73918641179302, -122.42325416007628)"
SD052320	Portola	94134	"(37.73328042213264, -122.40957336741454)"
SD052321	Portola	94134	"(37.72294860128817, -122.40964331525531)"
SD052322	Presidio Heights	94118	"(37.78801855790177, -122.45321254058587)"
SD052323	Outer Richmond	94121	"(37.77370919671808, -122.4760052606026)"
SD052324	Excelsior	94112	"(37.710296454693584, -122.43885074059374)"
SD052325	Glen Park	94131	"(37.74163459733069, -122.43066241581805)"
SD052326	Pacific Heights	94115	"(37.78782345398003, -122.44467609907059)"
SD052327	Sunset/Parkside	94122	"(37.75794844344445, -122.48673761020564)"
SD052328	Sunset/Parkside	94116	"(37.74203587442662, -122.48604153633208)"
SD052329	Hayes Valley	94117	"(37.774166848704944, -122.43450766735637)"
SD052330	Bernal Heights	94110	"(37.73689924256973, -122.41493426051973)"
SD052331	Haight Ashbury	94117	"(37.76938297219813, -122.43527859767808)"
SD052332	Inner Sunset	94122	"(37.76346595834537, -122.46982223007188)"
SD052333	Hayes Valley	94117	"(37.770469043101606, -122.43109263399641)"
SD052334	Sunset/Parkside	94132	"(37.73198336036739, -122.49569161716356)"
SD052335	Pacific Heights	94115	"(37.789687741123124, -122.43710220265498)"
SD052336	Outer Richmond	94118	"(37.78362492558547, -122.47564971074345)"
SD052337	North Beach	94133	"(37.80304959354169, -122.40767627369421)"
SD052338	Mission	94110	"(37.758085790083655, -122.40896988123998)"
SD052339	West of Twin Peaks	94127	"(37.74056395121233, -122.44690187003717)"
SD052340	Inner Sunset	94116	"(37.74919361413567, -122.47472241275678)"
SD052341	Bernal Heights	94110	"(37.74490481075612, -122.41941940160157)"
SD052342	Outer Richmond	94121	"(37.7833756058856, -122.49006145666158)"
SD052343	Financial District/South Beach	94111	"(37.80266833304144, -122.40270132274486)"
SD052344	Bayview Hunters Point	94124	"(37.73813326342012, -122.40366626591225)"
SD052345	Bernal Heights	94110	"(37.746968498708256, -122.40982265262295)"
SD052346	Marina	94123	"(37.80485697461589, -122.44738033335784)"
SD052347	Outer Mission	94112	"(37.71310443007108, -122.44911612242949)"
SD052348	Castro/Upper Market	94114	"(37.76494229641846, -122.43124220027573)"
SD052349	West of Twin Peaks	94127	"(37.735414176827064, -122.4514011044334)"
SD052350	Marina	94123	"(37.79744347813353, -122.43912517379754)"
SD052351	Visitacion Valley	94134	"(37.71922109720405, -122.40602540401227)"
SD052352	Inner Sunset	94114	"(37.75870801773007, -122.44730204475592)"
SD052353	Inner Sunset	94116	"(37.75094780426881, -122.47018609486703)"
SD052354	Oceanview/Merced/Ingleside	94112	"(37.71463802601289, -122.46136980050768)"
SD052355	Outer Mission	94112	"(37.73013714784376, -122.43172143755143)"
SD052356	Lone Mountain/USF	94115	"(37.77841751532964, -122.44557201635445)"
SD052357	Mission	94110	"(37.75915971614402, -122.41969588164064)"
SD052358	Sunset/Parkside	94116	"(37.746104765235316, -122.48801115720373)"
SD052359	Western Addition	94102	"(37.782363955840616, -122.42363543120483)"
SD052360	Castro/Upper Market	94114	"(37.76071188166725, -122.44107817741664)"
SD052361	Seacliff	94121	"(37.78415148724053, -122.49093715880902)"
SD052362	Inner Richmond	94118	"(37.777092705599614, -122.46135708228158)"
SD052363	Outer Mission	94112	"(37.71944018692316, -122.44506056015759)"
SD052364	Inner Sunset	94117	"(37.76212557998333, -122.45360366022871)"
SD052365	Haight Ashbury	94117	"(37.77025667307878, -122.45009314775555)"
SD052366	Excelsior	94112	"(37.709615417679395, -122.43670761725002)"
SD052367	Lone Mountain/USF	94115	"(37.77803307489338, -122.44215547964244)"
SD052368	Glen Park	94131	"(37.74005717266209, -122.43847047475722)"
SD052369	Marina	94123	"(37.80243337162317, -122.4267462921042)"
SD052370	Noe Valley	94131	"(37.74728510625199, -122.43620524018024)"
SD052371	Outer Richmond	94121	"(37.77608680300564, -122.49457087086276)"
SD052372	West of Twin Peaks	94127	"(37.734624288316056, -122.44922758223495)"
SD052373	Bayview Hunters Point	94124	"(37.722334172671694, -122.39605871675367)"
SD052374	South of Market	94103	"(37.783370154700904, -122.40506852793717)"
SD052375	Sunset/Parkside	94122	"(37.7591499438653, -122.47970869373646)"
SD052376	Potrero Hill	94107	"(37.756137368274125, -122.40011214699359)"
SD052377	Pacific Heights	94115	"(37.79069404281247, -122.44468123627888)"
SD052378	West of Twin Peaks	94131	"(37.733747448887286, -122.44054882733639)"
SD052379	Tenderloin	94102	"(37.78333138700639, -122.41388642373644)"
SD052380	Bayview Hunters Point	94124	"(37.73988044529331, -122.38928909336013)"
SD052381	Presidio Heights	94118	"(37.78505662310728, -122.45765841720997)"
SD052382	Seacliff	94121	"(37.7895421834714, -122.48635578886693)"
SD052383	Sunset/Parkside	94122	"(37.7581386015333, -122.48716494152097)"
SD052384	West of Twin Peaks	94112	"(37.72897110512407, -122.45267890055138)"
SD052385	West of Twin Peaks	94132	"(37.73501249899183, -122.47400577553638)"
SD052386	Western Addition	94115	"(37.779567333644316, -122.43655001716799)"
SD052387	Noe Valley	94114	"(37.75432195454843, -122.43457082988465)"
SD052388	Marina	94123	"(37.803082025978895, -122.4277983143301)"
SD052389	Russian Hill	94109	"(37.80611003941314, -122.41956418643457)"
SD052390	Noe Valley	94110	"(37.74412370569854, -122.4240315090062)"
SD052391	Sunset/Parkside	94122	"(37.752673154925944, -122.47726159357559)"
SD052392	Tenderloin	94102	"(37.781433365757565, -122.41487518938789)"
SD052393	Inner Richmond	94118	"(37.785635501798204, -122.4692402103471)"
SD052394	Marina	94123	"(37.80214724443184, -122.42680902790558)"
SD052395	Presidio Heights	94118	"(37.78700169129481, -122.45843475607151)"
SD052396	Haight Ashbury	94117	"(37.7671949965864, -122.44496217988866)"
SD052397	Sunset/Parkside	94122	"(37.764240927019934, -122.4775526020825)"
SD052398	Sunset/Parkside	94122	"(37.75969854206475, -122.49264814731202)"
SD052399	Noe Valley	94114	"(37.754456136176046, -122.4309169990673)"
SD052400	Twin Peaks	94131	"(37.75356896740761, -122.45329386314087)"
SD052401	Bayview Hunters Point	94124	"(37.735003332494756, -122.38569436737181)"
SD052402	Noe Valley	94110	"(37.745249545524125, -122.42357870947686)"
SD052403	Mission	94110	"(37.76330872899651, -122.41396917075703)"
SD052404	North Beach	94133	"(37.803730741387945, -122.40761430285153)"
SD052405	Bayview Hunters Point	94124	"(37.72091634251949, -122.38900562304713)"
SD052406	Bayview Hunters Point	94124	"(37.727186107024515, -122.39811511343504)"
SD052407	Pacific Heights	94123	"(37.79559035682351, -122.42699316840951)"
SD052408	Castro/Upper Market	94114	"(37.765796331506394, -122.43058780170773)"
SD052409	Oceanview/Merced/Ingleside	94112	"(37.721902827189005, -122.45260976622639)"
SD052410	Nob Hill	94109	"(37.79585909733294, -122.4163601140596)"
SD052411	Mission	94103	"(37.7657826061847, -122.41840865229386)"
SD052412	Nob Hill	94109	"(37.78976733221822, -122.41521984080104)"
SD052413	Excelsior	94134	"(37.72648585941337, -122.41918989753738)"
SD052414	Sunset/Parkside	94132	"(37.733714172528714, -122.47675275588568)"
SD052415	Lone Mountain/USF	94117	"(37.77502213158433, -122.45034452953679)"
SD052416	Hayes Valley	94102	"(37.77032915617863, -122.42583803868277)"
SD052417	Noe Valley	94131	"(37.74777044515851, -122.42962261194096)"
SD052418	Bernal Heights	94110	"(37.732974237887184, -122.41733164496094)"
SD052419	Presidio Heights	94118	"(37.78551321283913, -122.45834230181873)"
SD052420	Castro/Upper Market	94114	"(37.760857719417686, -122.4386989573559)"
SD052421	Potrero Hill	94107	"(37.75736990751424, -122.4015913649859)"
SD052422	Lone Mountain/USF	94118	"(37.78101287061935, -122.45165941079635)"
SD052423	Noe Valley	94114	"(37.75228120088765, -122.44030439109648)"
SD052424	Inner Sunset	94131	"(37.75492832617338, -122.45737364469208)"
SD052425	Presidio Heights	94118	"(37.78392617537902, -122.44767369762404)"
SD052426	Potrero Hill	94107	"(37.7597641231095, -122.39400162498333)"
SD052427	Inner Sunset	94117	"(37.76518586096817, -122.45292755579906)"
SD052428	Inner Sunset	94122	"(37.76353078482909, -122.4722588288457)"
SD052429	Glen Park	94131	"(37.73780694618587, -122.42848441529597)"
SD052430	Sunset/Parkside	94132	"(37.73163208332483, -122.48826168747328)"
SD052431	Bernal Heights	94110	"(37.74067340950152, -122.4124611394286)"
SD052432	Sunset/Parkside	94132	"(37.7328715779252, -122.48516781347824)"
SD052433	Castro/Upper Market	94114	"(37.75739082199671, -122.44561012471793)"
SD052434	Inner Richmond	94118	"(37.78033920965427, -122.46563912802075)"
SD052435	Inner Richmond	94118	"(37.78040883937301, -122.47094721660986)"
SD052436	Western Addition	94117	"(37.77821714878239, -122.43366795095375)"
SD052437	West of Twin Peaks	94127	"(37.72834509254728, -122.46319912609039)"
SD052438	Mission	94110	"(37.75562600203925, -122.41798573940214)"
SD052439	Mission	94110	"(37.75215480045027, -122.40938734151622)"
SD052440	Bayview Hunters Point	94124	"(37.727168081201874, -122.39002914912902)"
SD052441	Mission	94110	"(37.753996430501054, -122.41923311184571)"
SD052442	Lone Mountain/USF	94115	"(37.779521121731975, -122.44564329648306)"
SD052443	Mission	94110	"(37.751518814023946, -122.4219302130413)"
SD052444	Financial District/South Beach	94107	"(37.78075901483847, -122.39385930863318)"
SD052445	Bernal Heights	94110	"(37.74586943173626, -122.40555933388472)"
SD052446	West of Twin Peaks	94127	"(37.741188487637956, -122.46841285017855)"
SD052447	Sunset/Parkside	94116	"(37.74032115729508, -122.50075407926452)"
SD052448	Outer Richmond	94121	"(37.77822153398572, -122.49717173280918)"
SD052449	West of Twin Peaks	94112	"(37.72666559292682, -122.45971523996386)"
SD052450	Oceanview/Merced/Ingleside	94112	"(37.718752450866084, -122.45376969603034)"
SD052451	Noe Valley	94114	"(37.755262480974444, -122.43917303627062)"
SD052452	Pacific Heights	94115	"(37.79263068344607, -122.4383836486816)"
SD052453	Marina	94123	"(37.796740278716435, -122.4250120710477)"
SD052454	Inner Sunset	94116	"(37.750197821741615, -122.47534094273486)"
SD052455	Potrero Hill	94107	"(37.76347202052096, -122.39629887747829)"
SD052456	Outer Richmond	94121	"(37.77191507743426, -122.50407052142128)"
SD052457	North Beach	94133	"(37.802758224641664, -122.40434674772146)"
SD052458	Glen Park	94131	"(37.74115867481322, -122.4274937226371)"
SD052459	Sunset/Parkside	94122	"(37.75664287053987, -122.49739001627304)"
SD052460	Twin Peaks	94131	"(37.75331273569998, -122.45459534148121)"
SD052461	Outer Mission	94112	"(37.73163560403415, -122.43195417938017)"
SD052462	Bernal Heights	94110	"(37.73853830432189, -122.40941446134255)"
SD052463	Inner Richmond	94118	"(37.782612997266455, -122.46257848170669)"
SD052464	Marina	94123	"(37.801496198447715, -122.42865922224509)"
SD052465	Outer Mission	94112	"(37.71807146989517, -122.44017218801778)"
SD052466	Sunset/Parkside	94116	"(37.74896093044996, -122.50570658656873)"
SD052467	Sunset/Parkside	94116	"(37.742921143729944, -122.48347078692049)"
SD052468	Mission	94110	"(37.752652554012734, -122.40777635418891)"
SD052469	Glen Park	94131	"(37.74397573834716, -122.44584320688418)"
SD052470	Western Addition	94115	"(37.77859026731465, -122.44144260142531)"
SD052471	Marina	94123	"(37.79924983701646, -122.44333152543282)"
SD052472	Excelsior	94112	"(37.715105829086816, -122.4352040286864)"
SD052473	Outer Richmond	94121	"(37.78222723934542, -122.48574686573888)"
SD052474	Mission	94103	"(37.769419593374586, -122.42598160085953)"
SD052475	Mission	94103	"(37.76706666188271, -122.42469325627756)"
SD052476	Outer Richmond	94121	"(37.778518347536284, -122.5025615313222)"
SD052477	Inner Richmond	94118	"(37.78177120427506, -122.46896016673696)"
SD052478	Seacliff	94121	"(37.786580699530326, -122.488632310834)"
SD052479	West of Twin Peaks	94127	"(37.734220808287326, -122.44582908189008)"
SD052480	Financial District/South Beach	94108	"(37.78954779909442, -122.40830346028153)"
SD052481	Inner Sunset	94122	"(37.76464386358372, -122.47579766822254)"
SD052482	Bernal Heights	94110	"(37.74703220269479, -122.41019879564452)"
SD052483	Bernal Heights	94110	"(37.735028430559886, -122.41580449227747)"
SD052484	Marina	94123	"(37.801790888733315, -122.42602455499681)"
SD052485	Castro/Upper Market	94114	"(37.76224466408004, -122.43257458437274)"
SD052486	Glen Park	94131	"(37.73985300522153, -122.42932993605936)"
SD052487	Sunset/Parkside	94122	"(37.75891321730282, -122.48831238238041)"
SD052488	Twin Peaks	94131	"(37.75006854372485, -122.44475853205859)"
SD052489	Mission	94103	"(37.76523207595028, -122.42067625657519)"
SD052490	Outer Mission	94112	"(37.72692225721862, -122.44105279844541)"
SD052491	Lone Mountain/USF	94117	"(37.77458962623723, -122.45374797518312)"
SD052492	Mission	94110	"(37.756182823596994, -122.41407284379594)"
SD052493	Sunset/Parkside	94122	"(37.76146473314957, -122.50740374800316)"
SD052494	Marina	94123	"(37.8003165813159, -122.4351745444136)"
SD052495	Outer Richmond	94118	"(37.77467305873909, -122.47371355689346)"
SD052496	Inner Sunset	94122	"(37.754147137497014, -122.47139871283342)"
SD052497	Sunset/Parkside	94122	"(37.75526956618655, -122.5009792853649)"
SD052498	West of Twin Peaks	94127	"(37.743935122412914, -122.45760220230106)"
SD052499	Russian Hill	94109	"(37.794719852564604, -122.41835813556945)"
SD052500	Castro/Upper Market	94114	"(37.76500029232147, -122.42835195998134)"
SD052501	Mission	94103	"(37.768267954997704, -122.42509254312276)"
SD052502	Glen Park	94131	"(37.741773866824246, -122.42833066483992)"
SD052503	Potrero Hill	94107	"(37.758133062418125, -122.39870586116578)"
SD052504	Hayes Valley	94102	"(37.772900193199646, -122.42646085635597)"
SD052505	Outer Richmond	94121	"(37.77824945164428, -122.49353249453563)"
SD052506	West of Twin Peaks	94127	"(37.73034250914461, -122.46743393068991)"
SD052507	Inner Sunset	94122	"(37.763732375071065, -122.46763778212647)"
SD052508	Castro/Upper Market	94114	"(37.75675957955144, -122.4360897671479)"
SD052509	West of Twin Peaks	94112	"(37.729192500738385, -122.45680910897343)"
SD052510	North Beach	94133	"(37.801341977291486, -122.40345153511916)"
SD052511	Presidio Heights	94118	"(37.784443274675034, -122.45498642036898)"
SD052512	Pacific Heights	94109	"(37.78830963615423, -122.42559717138114)"
SD052513	Pacific Heights	94115	"(37.79262912351951, -122.43092176846943)"
SD052514	Nob Hill	94109	"(37.79268049991436, -122.41668209958004)"
SD052515	West of Twin Peaks	94127	"(37.73643896515559, -122.44925369121202)"
SD052516	Western Addition	94115	"(37.78128016002436, -122.42969795672272)"
SD052517	Sunset/Parkside	94122	"(37.75651341221404, -122.47692356260046)"
SD052518	Marina	94123	"(37.80026384141738, -122.43089817783512)"
SD052519	Presidio	94118	"(37.79175623044793, -122.4482496072333)"
SD052520	Inner Richmond	94118	"(37.7822839755679, -122.46040185231382)"
SD052521	Bayview Hunters Point	94124	"(37.726938742909574, -122.40129685105397)"
SD052522	Sunset/Parkside	94122	"(37.755455308892564, -122.49780918248491)"
SD052523	Seacliff	94118	"(37.786502667490936, -122.4739302158509)"
SD052524	Noe Valley	94114	"(37.75588020964503, -122.42872815963975)"
SD052525	Inner Richmond	94118	"(37.78105346466105, -122.46947325885384)"
SD052526	Inner Richmond	94118	"(37.78101384418301, -122.47126282251826)"
SD052527	Inner Richmond	94118	"(37.781298110676076, -122.46496953146499)"
SD052528	West of Twin Peaks	94116	"(37.741687857735386, -122.47522940840261)"
SD052529	Sunset/Parkside	94122	"(37.76310052245429, -122.49242757720927)"
SD052530	West of Twin Peaks	94116	"(37.74186219350259, -122.47206062231221)"
SD052531	Marina	94123	"(37.798095595544716, -122.44467300876805)"
SD052532	West of Twin Peaks	94127	"(37.73390279309286, -122.45888753858253)"
SD052533	Sunset/Parkside	94116	"(37.74715604074908, -122.48168386702315)"
SD052534	Outer Richmond	94121	"(37.78437309601556, -122.47984824411078)"
SD052535	Excelsior	94112	"(37.722242250826426, -122.42872155926489)"
SD052536	Outer Mission	94112	"(37.72908596514993, -122.43702266491147)"
SD052537	North Beach	94133	"(37.8005417170499, -122.40693620287607)"
SD052538	Presidio Heights	94115	"(37.786983313603514, -122.44392561224527)"
SD052539	Outer Richmond	94121	"(37.779219662763396, -122.4952452287807)"
SD052540	Sunset/Parkside	94116	"(37.74345671353602, -122.47754208290445)"
SD052541	Financial District/South Beach	94104	"(37.79131354576218, -122.40363649347631)"
SD052542	Noe Valley	94114	"(37.7491017181509, -122.4263859131191)"
SD052543	Portola	94134	"(37.730864699398964, -122.40576902501164)"
SD052544	Sunset/Parkside	94116	"(37.73737013487406, -122.50398227366142)"
SD052545	Bayview Hunters Point	94124	"(37.72253609301581, -122.39977022174595)"
SD052546	Mission	94103	"(37.766166725425066, -122.4183673601292)"
SD052547	Seacliff	94121	"(37.786606857682955, -122.47694046593188)"
SD052548	Outer Richmond	94121	"(37.78018185706009, -122.50053418099424)"
SD052549	Excelsior	94112	"(37.71960473759789, -122.43398577446155)"
SD052550	Inner Sunset	94122	"(37.76110335491446, -122.47007400826865)"
SD052551	Haight Ashbury	94117	"(37.77297824953869, -122.43275585415768)"
SD052552	Outer Richmond	94121	"(37.7818095906243, -122.48406804946602)"
SD052553	Western Addition	94115	"(37.780059552403905, -122.43848954636522)"
SD052554	Excelsior	94112	"(37.716322715424866, -122.4338819958608)"
SD052555	Sunset/Parkside	94116	"(37.7450503832619, -122.49013207146075)"
SD052556	Sunset/Parkside	94116	"(37.735511958501775, -122.49740254261486)"
SD052557	West of Twin Peaks	94127	"(37.73531324369264, -122.4496391150447)"
SD052558	Bernal Heights	94110	"(37.73601797465813, -122.42055152115888)"
SD052559	Inner Richmond	94118	"(37.786055280203584, -122.46604464882748)"
SD052560	Inner Sunset	94116	"(37.75118681314624, -122.46510557830112)"
SD052561	West of Twin Peaks	94116	"(37.74600301725537, -122.46144535620549)"
SD052562	Tenderloin	94102	"(37.78265641992063, -122.41376291955746)"
SD052563	Haight Ashbury	94117	"(37.77109127024529, -122.43619649909849)"
SD052564	Mission	94110	"(37.75377334369519, -122.41726470716455)"
SD052565	Sunset/Parkside	94116	"(37.74932018943168, -122.507460521476)"
SD052566	Mission	94110	"(37.75636949231325, -122.41805689973835)"
SD052567	Pacific Heights	94109	"(37.79011566100866, -122.4266545046734)"
SD052568	Noe Valley	94114	"(37.74824182162111, -122.43542274736191)"
SD052569	West of Twin Peaks	94127	"(37.73695857577632, -122.44905707447846)"
SD052570	Hayes Valley	94117	"(37.77533298036266, -122.42983199445443)"
SD052571	Castro/Upper Market	94114	"(37.76153046446301, -122.44044309749066)"
SD052572	West of Twin Peaks	94116	"(37.746845821934144, -122.46214658202408)"
SD052573	Financial District/South Beach	94108	"(37.78793118413816, -122.40750125334)"
SD052574	Inner Richmond	94118	"(37.7860952766587, -122.46819903583722)"
SD052575	Bernal Heights	94110	"(37.74778553128012, -122.40829231651814)"
SD052576	Outer Richmond	94121	"(37.77864486907876, -122.48603784773519)"
SD052577	Portola	94134	"(37.73200104242042, -122.41272024128946)"
SD052578	Russian Hill	94133	"(37.80023400551188, -122.41274105535047)"
SD052579	Hayes Valley	94117	"(37.77492826847187, -122.44014294060624)"
SD052580	Sunset/Parkside	94116	"(37.74540177451186, -122.48370940904096)"
SD052581	Outer Richmond	94121	"(37.77480631389821, -122.47984469684593)"
SD052582	Pacific Heights	94115	"(37.792737471194485, -122.43031276865646)"
SD052583	West of Twin Peaks	94127	"(37.732107558662676, -122.4531781141662)"
SD052584	Potrero Hill	94107	"(37.75950914720868, -122.39592216527808)"
SD052585	Castro/Upper Market	94114	"(37.75778265989935, -122.43649302167245)"
SD052586	Visitacion Valley	94134	"(37.710674545298275, -122.41086398471204)"
SD052587	Chinatown	94133	"(37.7978897514675, -122.41180241781845)"
SD052588	West of Twin Peaks	94127	"(37.7334542395162, -122.46843588287523)"
SD052589	Inner Sunset	94117	"(37.75974663021196, -122.45186437387167)"
SD052590	Chinatown	94108	"(37.794166407037956, -122.40520200310408)"
SD052591	Inner Richmond	94118	"(37.77378229838545, -122.46987493964878)"
SD052592	South of Market	94103	"(37.77907886211569, -122.40528550354647)"
SD052593	Bernal Heights	94110	"(37.7370252840365, -122.41863381173857)"
SD052594	Seacliff	94121	"(37.78912581602018, -122.48600950130479)"
SD052595	Lone Mountain/USF	94118	"(37.77942455490317, -122.45587081147481)"
SD052596	Inner Richmond	94118	"(37.77641534634556, -122.46642619051775)"
SD052597	Hayes Valley	94117	"(37.77266398557896, -122.43170887567248)"
SD052598	Visitacion Valley	94134	"(37.71089082048256, -122.41148879028918)"
SD052599	Sunset/Parkside	94116	"(37.73530629408643, -122.49738820516473)"
SD052600	Portola	94134	"(37.72974682484776, -122.41155749613154)"
SD052601	Twin Peaks	94131	"(37.749423854543814, -122.448175611969)"
SD052602	Outer Richmond	94121	"(37.77289123206936, -122.48268842793054)"
SD052603	West of Twin Peaks	94127	"(37.731803223601815, -122.45224530129131)"
SD052604	Seacliff	94121	"(37.789357452837194, -122.48573084616098)"
SD052605	Inner Richmond	94118	"(37.78239757541322, -122.47100575102417)"
SD052606	Excelsior	94112	"(37.71596123887302, -122.43628533568038)"
SD052607	Potrero Hill	94107	"(37.754956275974486, -122.3989857123225)"
SD052608	Haight Ashbury	94117	"(37.772999982828864, -122.43258504163167)"
SD052609	Lone Mountain/USF	94118	"(37.77806502217206, -122.45466150404052)"
SD052610	Bayview Hunters Point	94124	"(37.72690458199683, -122.368951966638)"
SD052611	Outer Richmond	94121	"(37.779989299985814, -122.48021383369861)"
SD052612	Glen Park	94131	"(37.74143250317739, -122.4275202247287)"
SD052613	Sunset/Parkside	94116	"(37.744853600013364, -122.48289057925065)"
SD052614	Visitacion Valley	94134	"(37.71550707538454, -122.40318017889389)"
SD052615	Pacific Heights	94115	"(37.787162909554596, -122.42981296818179)"
SD052616	Mission	94103	"(37.770905844139655, -122.42187841825155)"
SD052617	Oceanview/Merced/Ingleside	94132	"(37.71720949274756, -122.46380996919355)"
SD052618	Sunset/Parkside	94116	"(37.746420823653004, -122.47845972120093)"
SD052619	Castro/Upper Market	94114	"(37.76719692803015, -122.43519093334078)"
SD052620	West of Twin Peaks	94127	"(37.74091330981473, -122.46853067557811)"
SD052621	Lone Mountain/USF	94118	"(37.78105346771887, -122.44941238466899)"
SD052622	Sunset/Parkside	94122	"(37.75692051725591, -122.48021197708931)"
SD052623	West of Twin Peaks	94112	"(37.73061312058887, -122.45853069349988)"
SD052624	Oceanview/Merced/Ingleside	94132	"(37.71450982371693, -122.46399685303662)"
SD052625	Outer Richmond	94121	"(37.780466837572774, -122.48243362907256)"
SD052626	Outer Richmond	94121	"(37.78209851969732, -122.47767442719277)"
SD052627	Bernal Heights	94110	"(37.74591532158925, -122.42153097440627)"
SD052628	Sunset/Parkside	94122	"(37.7534424642905, -122.48879312135242)"
SD052629	Marina	94123	"(37.80226379396999, -122.44530647037402)"
SD052630	Oceanview/Merced/Ingleside	94112	"(37.71943157447182, -122.4578564290923)"
SD052631	Bernal Heights	94110	"(37.746408421479174, -122.41843687679162)"
SD052632	Russian Hill	94109	"(37.79337685348579, -122.41649515212008)"
SD052633	Tenderloin	94109	"(37.78443815177208, -122.41826014070334)"
SD052634	Sunset/Parkside	94122	"(37.758975648407144, -122.49157621242654)"
SD052635	Noe Valley	94114	"(37.7525508921307, -122.4260931727365)"
SD052636	Glen Park	94131	"(37.74104024087846, -122.43012614150092)"
SD052637	Portola	94134	"(37.72638233059319, -122.41546885935597)"
SD052638	Bayview Hunters Point	94124	"(37.734829676495394, -122.40528311899989)"
SD052639	Mission	94110	"(37.75261240484195, -122.41575573740792)"
SD052640	Bernal Heights	94110	"(37.73854788261609, -122.41814082177648)"
SD052641	Russian Hill	94133	"(37.8002336903958, -122.41316132885557)"
SD052642	Pacific Heights	94115	"(37.78923107341259, -122.43593844565918)"
